x,y_approximate,y_actual,error
0.0100000000000000,10.0000000000000000,10.0000000000000000,0.0000000000000000
0.0200000000000000,7.0710678118654764,7.0710678118654755,0.0000000000000009
0.0300000000000000,5.7735026918962564,5.7735026918962573,0.0000000000000009
0.0400000000000000,5.0000000000000009,5.0000000000000000,0.0000000000000009
0.0500000000000000,4.4721359549995787,4.4721359549995796,0.0000000000000009
0.0600000000000000,4.0824829046386304,4.0824829046386295,0.0000000000000009
0.0700000000000000,3.7796447300922722,3.7796447300922718,0.0000000000000004
0.0800000000000000,3.5355339059327382,3.5355339059327378,0.0000000000000004
0.0900000000000000,3.3333333333333330,3.3333333333333335,0.0000000000000004
0.1000000000000000,3.1622776601683800,3.1622776601683791,0.0000000000000009
0.1100000000000000,3.0151134457776361,3.0151134457776365,0.0000000000000004
0.1200000000000000,2.8867513459481282,2.8867513459481291,0.0000000000000009
0.1300000000000000,2.7735009811261460,2.7735009811261460,0.0000000000000000
0.1400000000000000,2.6726124191242442,2.6726124191242442,0.0000000000000000
0.1500000000000000,2.5819888974716121,2.5819888974716112,0.0000000000000009
0.1600000000000000,2.5000000000000000,2.5000000000000000,0.0000000000000000
0.1700000000000000,2.4253562503633299,2.4253562503633295,0.0000000000000004
0.1800000000000000,2.3570226039551581,2.3570226039551581,0.0000000000000000
0.1900000000000000,2.2941573387056180,2.2941573387056176,0.0000000000000004
0.2000000000000000,2.2360679774997889,2.2360679774997894,0.0000000000000004
0.2100000000000000,2.1821789023599241,2.1821789023599236,0.0000000000000004
0.2200000000000001,2.1320071635561040,2.1320071635561040,0.0000000000000000
0.2300000000000001,2.0851441405707472,2.0851441405707472,0.0000000000000000
0.2400000000000001,2.0412414523193139,2.0412414523193148,0.0000000000000009
0.2500000000000001,1.9999999999999989,2.0000000000000000,0.0000000000000011
0.2600000000000001,1.9611613513818400,1.9611613513818402,0.0000000000000002
0.2700000000000001,1.9245008972987521,1.9245008972987523,0.0000000000000002
0.2800000000000001,1.8898223650461361,1.8898223650461359,0.0000000000000002
0.2900000000000001,1.8569533817705179,1.8569533817705184,0.0000000000000004
